single-arm-cable-overhead-press,Cables,
band-alternating-lateral-front-raise,Bands,
barbell-upright-row,Barbell,front_traps (40.0%)
band-thruster,Bands,back_glutes (40.0%)
sleeper-stretch,Bodyweight,
barbell-thruster,Barbell,back_glutes (40.0%)
yoga-ball-band-lateral-raise,"Bands, Yoga Ball",
seated-kettlebell-overhead-press,Kettlebell,
alternating-dumbbell-overhead-press,Dumbbell,
single-leg-dumbbell-deadlift-to-press,Dumbbell,front_quads (40.0%)
dumbbell-curl-to-press,Dumbbell,
band-lying-alternating-arm-leg-reach,Bands,front_abs (40.0%)
half-kneeling-med-ball-curl-to-press,Medball,
single-arm-split-stance-cable-incline-press,Cables,
unilateral-dumbbell-hammer-curl-to-press,"Dumbbell, Hammer",
single-kettlebell-goblet-single-kettlebell-press,Kettlebell,front_abs (40.0%)
unilateral-barbell-landmine-press,"Barbell, Landmine",
dumbbell-overhead-lunge,Dumbbell,back_glutes (40.0%)
single-kettlebell-internal-rotation,Kettlebell,
single-kettlebell-external-rotation,Kettlebell,
kettlebell-standing-snow-angel,Kettlebell,
dumbbell-halo,Dumbbell,
slider-mountain-climber,Bodyweight,"back_lower_back (40.0%), front_hip_flexors (40.0%)"
dumbbell-push-up-with-drag,Bodyweight,"front_abs (40.0%), front_obliques (40.0%)"
kettlebell-deadlift-to-press,Kettlebell,front_quads (40.0%)
band-high-row,Bands,"back_lats (40.0%), front_traps (40.0%)"
med-ball-push-up-with-drag,Medball,"front_abs (40.0%), front_obliques (40.0%)"
wall-walk,Bodyweight,front_abs (40.0%)
bodyweight-lying-snow-angel,Bodyweight,
inchworm-to-push-up,Bodyweight,
kettlebell-overhead-lunge,Kettlebell,back_glutes (40.0%)
lying-alternating-arm-leg-reach,Bodyweight,front_abs (40.0%)
seated-med-ball-figure-8,Medball,
handstand-push-up,Bodyweight,front_traps (40.0%)
kettlebell-front-raise,Kettlebell,
band-overhead-stretch,Bodyweight,
dumbbell-hammer-curl-to-press,"Dumbbell, Hammer",
dumbbell-thruster,Dumbbell,back_glutes (40.0%)
kettlebell-push-press,Kettlebell,
dumbbell-push-press,Dumbbell,
unilateral-single-kettlebell-hammer-curl-to-press,"Kettlebell, Hammer",
bosu-high-side-plank,Bosu,front_abs (40.0%)
pause-bear-crawl,Bodyweight,front_abs (40.0%)
wall-reach,Bodyweight,
yoga-ball-dumbbell-lateral-raise,"Dumbbell, Yoga Ball",
yoga-ball-kettlebell-lateral-raise,"Kettlebell, Yoga Ball",
dumbbell-arnold-press,Dumbbell,
bosu-spiderman,Bosu,front_obliques (40.0%)
single-kettlebell-standing-figure-8,Kettlebell,
dumbbell-lying-alternating-arm-leg-reach,Dumbbell,front_abs (40.0%)
dumbbell-lunge-to-lateral-raise,Dumbbell,
half-kneeling-kettlebell-hammer-curl-to-press,"Kettlebell, Hammer",
med-ball-halo,Medball,
battle-ropes-snake,Battle Ropes,front_obliques (40.0%)
kettlebell-overhead-walk,Kettlebell,front_abs (40.0%)
seated-machine-overhead-press,Machine,
alternating-kettlebell-hammer-curl-to-press,"Kettlebell, Hammer",
battle-ropes-alt,Battle Ropes,"front_abs (40.0%), front_obliques (40.0%), front_traps (40.0%)"
single-arm-single-kettlebell-overhead-press,Kettlebell,
half-kneeling-dumbbell-curl-to-press,Dumbbell,
inchworm,Bodyweight,
alternating-dumbbell-hammer-curl-to-press,"Dumbbell, Hammer",
very-incline-pike-push-up,Bodyweight,
dumbbell-external-rotation,Dumbbell,
barbell-push-press,Barbell,
half-kneeling-dumbbell-overhead-press,Dumbbell,
dumbbell-lunge-and-press,Dumbbell,
trx-row-to-x,trx,front_traps (40.0%)
high-plank,Bodyweight,front_obliques (40.0%)
hollow-roll,Bodyweight,
seated-dumbbell-curl-to-press,Dumbbell,
dumbbell-standing-snow-angel,Dumbbell,
dive-bomber-push-up,Bodyweight,front_traps (40.0%)
alternating-band-lateral-raise,Bands,
dumbbell-standing-figure-8,Dumbbell,
push-up-to-reach,Bodyweight,front_traps (40.0%)
half-kneeling-barbell-overhead-press,Barbell,
barbell-incline-bench-press,"Barbell, Bench",
alternating-kettlebell-overhead-press,Kettlebell,
chair-plank-jack,Bodyweight,back_lower_back (40.0%)
barbell-overhead-press,Barbell,
chair-mountain-climber,Bodyweight,"back_lower_back (40.0%), front_hip_flexors (40.0%)"
half-kneeling-cable-overhead-press,Cables,
