barbell-wrist-curl-flexion,Barbell,
barbell-wrist-curl-extension,Barbell,
forearm-stretch,Bodyweight,
palm-up-forearm-stretch,Bodyweight,
kettlebell-wrist-curl-extension,Kettlebell,
dumbbell-wrist-curl-extension,Dumbbell,
dumbbell-wrist-curl-flexion,Dumbbell,
kettlebell-wrist-curl-flexion,Kettlebell,
thumb-forearm-stretch,Bodyweight,
dumbbell-forearm-rotation,Dumbbell,
